公告类型,公告子类型,公告标题,公告内容,项目编号,产品,招标预算金额（元）,招标公司,招标公司类型,招标联系人,招标代理机构,代理机构联系人,中标公司,中标联系人,中标金额（元）,发布时间,省份,城市,招标状态,标书获取截止日期,投标截止日期,链接
中标,中标结果,寿光市第一中学实验室虚拟仿真实验教学软件采购与安装项目成交公告,,YQ-2022001,实验室虚拟仿真实验教学软件采购与安装项目,0.0,寿光市第一中学,学校,严**-13791865551,山东玉桥建设项目管理有限公司,张**-0536-5732369,,,,2022-03-01,山东,潍坊,,,,https://www.zhiliaobiaoxun.com/content/353470008/b2
中标,中标结果,寿光市第一中学实验室虚拟仿真实验教学软件采购与安装项目成交公告,,YQ-2022001,实验室虚拟仿真实验教学软件采购与安装项目,0.0,寿光市第一中学,学校,严**-13791865551,山东玉桥建设项目管理有限公司,张**-0536-5732369,,,,2022-02-24,山东,潍坊,,,,https://www.zhiliaobiaoxun.com/content/353527792/b2
中标,中标结果,郑州大学电气工程学院自动控制综合实验—无人机救援虚拟仿真实验系统开发项目,,郑大-竞磋-2021-0105,无人机救援虚拟仿真实验系统开发项目,0.0,郑州大学电气工程学院,学校,李**-13613717322,,,,,,2022-02-22,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/280848301/b2
中标,中标结果,山东师范大学2021年马克思主义学院虚拟仿真项目（1055）中标（成交）公告,,SDGP370000000202102012134,"虚拟仿真项目,货币的产生与价值规律体验虚拟仿真实验软件",0.0,山东师范大学,学校,采购人-86180857,山东三木招标有限公司,代理联系人-0531-81764009,"济南普安商贸有限公司
济南光远映美电子科技有限公司
上海卓越睿新数码科技股份有限公司",,"424300.0
0.0
372850.0",2022-02-10,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/274168675/b2
中标,中标结果,信息系统等保测评服务中标（成交）结果公告,,SDGP370000000202102011190,"虚拟仿真实验平台系统,信息系统等保测评服务,学生信息综合管理系统,教务教学综合管理系统,网络安全等保测评项目,数据综合管理平台",240000.0,德州学院,学校,"于**-18596275616,赵**-0534-8985899",山东省建设监理咨询有限公司,于**-18596275616,济南时代确信信息安全测评有限公司,,240000.0,2022-01-24,山东,德州,,,,https://www.zhiliaobiaoxun.com/content/328151638/b2
中标,中标结果,济宁市第一人民医院情景化医学虚拟仿真训练系统综合模块项目,,SZYL-2021-D000 4,情景化医学虚拟仿真训练系统综合模块项目,3300000.0,济宁市第一人民医院,医院,采购人-13954770886,山东汇鑫建安工程项目管理有限公司,,北京众绘虚拟现实技术研究院有限公司,,3275000.0,2022-01-13,山东,济宁,,,,https://www.zhiliaobiaoxun.com/content/262034385/b2
中标,中标结果,【山东省本级】山东师范大学2020年实设处虚拟仿真实验教学二期建设项目验收报告公开,,SDGP370000202002005202-B,虚拟仿真实验教学二期建设项目,0.0,山东师范大学,学校,采购人-86180857,,,北京合联益诚科技有限公司,中标人-18903137274,0.0,2022-01-12,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/325133035/b2
中标,中标结果,山东师范大学2020年实设处虚拟仿真实验教学二期建设项目验收报告公示,,SDGP370000202002005202-E,虚拟仿真实验教学二期建设项目,0.0,山东师范大学,学校,采购人-86180857,,,北京润尼尔网络科技有限公司,中标人-13261231198,0.0,2022-01-11,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/323662783/b2
中标,中标结果,虚拟仿真实训基地公共VR教学资源--虚拟仿真实训基地公共VR教学资源,,2021CGHW01Z5482,虚拟仿真实训基地公共VR教学资源,0.0,莱芜职业技术学院,学校,,济南市政府采购中心,,济南科明数码技术股份有限公司,,0.0,2022-01-06,山东,莱芜,,,,https://www.zhiliaobiaoxun.com/content/304536811/b2
中标,中标结果,【济南】莱芜职业技术学院虚拟仿真实训基地公共VR教学资源中标公告,,SDGP370100202101001563,"气焊虚拟仿真模块,画法几何与机械制图虚拟仿真教学系统,液压与气压传动虚拟仿真教学系统,电气控制技术虚拟仿真教学系统,虚拟仿真实训基地公共VR教学资源,《液压与气压传动》增强现实AR移动端资源,《机械设计》增强现实AR移动端资源,《互换性与技术测量》增强现实AR移动端资源,《画法几何与机械制图》增强现实AR移动端资源,《机电传动控制》增强现实AR移动端资源,机械设计虚拟仿真教学系统,机构运动简图的测绘与分析虚拟仿真实验,减速器结构及拆装虚拟实验,车削加工VR头盔沉浸式体验教学系统,画法几何与机械制图虚拟仿真实验平台,钳工虚拟仿真模块,手工电弧焊虚拟仿真模块,热处理虚拟仿真模块,铣削虚拟仿真模块,数控车削虚拟仿真模块,电火花线切割虚拟仿真模块,快速成型虚拟仿真模块,工件加工实训虚拟仿真模块,典型零件机械综合加工虚拟仿真实训系统,变频器虚拟仿真实验教学系统,VR云平台零编程VR资源快速开发系统",2071000.0,莱芜职业技术学院,学校,采购人-15666288399,济南市政府采购中心,周**-0531-68967571,济南科明数码技术股份有限公司,,2071000.0,2022-01-06,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/342844139/b2
中标,合同,济南护理职业学院济南护理职业学院虚拟仿真实训室建设采购合同公示,,SDGP370100202102001333,"虚拟仿真实验室,虚拟仿真实训室建设",198.0,济南护理职业学院,学校,,,,济南腾泽信息技术有限公司,赵**-0531-59833098,198.0,2022-01-05,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/340628943/b2
中标,中标结果,【山东省本级】山东师范大学2021年实设处虚拟仿真实验教学系统采购验收报告公开,,SDGP370000000202102009106-B,虚拟仿真实验教学系统,0.0,山东师范大学,学校,采购人-86180857,,,北京鑫锐诚毅数字科技有限公司,中标人-18611030098,0.0,2022-01-05,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/322115918/b2
中标,中标结果,山东大学基础化学实验3D仿真软件（高锰酸钾的制备及分析虚拟仿真实验）中标公告,,SDJXGD20210397-B061,"高锰酸钾的制备及分析虚拟仿真实验,基础化学实验3D仿真软件",250000.0,山东大学,学校,,山东大学招标采购管理中心,,北京欧倍尔软件技术开发有限公司,,250000.0,2022-01-05,山东,,,,,https://www.zhiliaobiaoxun.com/content/312548148/b2
中标,合同,山东服装职业学院服装陈列与三维展示虚拟现实实训中心设备采购项目第一标段合同公示,,,"服装陈列与三维展示虚拟现实实训中心虚拟仿真设备,服装陈列与三维展示虚拟现实实训中心设备",0.0,山东服装职业学院,学校,,,,,,,2022-01-05,山东,,,,,https://www.zhiliaobiaoxun.com/content/331483766/b2
中标,中标结果,水产饲料生产工艺虚拟仿真软件成交公告,,SDHX202112063,水产饲料生产工艺虚拟仿真软件,219800.0,威海浅湾海洋科技有限公司,民营企业,谷**-13969629068,山东华旭招标有限公司,李*-0631-5810333,北京欧倍尔软件技术开发有限公司,,219800.0,2021-12-31,山东,威海,,,,https://www.zhiliaobiaoxun.com/content/321833405/b2
中标,中标结果,【山东省本级】山东师范大学2020年实设处虚拟仿真实验教学二期建设项目验收报告公开,,SDGP370000202002005202-D,虚拟仿真实验教学二期建设项目,0.0,山东师范大学,学校,采购人-86180857,,,济南跃骏经贸有限公司,中标人-15336407331,0.0,2021-12-29,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/321208389/b2
中标,中标结果,山东服装职业学院服装陈列与三维展示虚拟现实实训中心设备采购项目中标（成交）公告,,SDGP370900202102000275,"虚拟仿真设备,服装陈列与三维展示虚拟现实实训中心设备",1163900.0,山东服装职业学院,学校,徐*-0538-2182698,山东至信建设集团股份有限公司,"张*-0538-8190111,张**-15315385608",山东赛盟信息科技有限公司,,1163900.0,2021-12-29,山东,泰安,,,,https://www.zhiliaobiaoxun.com/content/321327980/b2
中标,合同,淄博职业学院护理学院虚拟仿真动物实验教学平台建设采购项目合同公示,,SDGP370300202102000808,虚拟仿真动物实验教学平台建设,0.0,淄博职业学院,学校,张**-0533-2342051,,,泰州仁齐信息科技有限公司,中标人-18061476453,0.0,2021-12-28,山东,淄博,,,,https://www.zhiliaobiaoxun.com/content/320943616/b2
中标,中标结果,山东第一医科大学（山东省医学科学院）运动医学与康复学院虚拟仿真教学软件采购成交公示,,GXZB2021-12-322,虚拟仿真教学软件,148900.0,山东第一医科大学,学校,采购人-0531-59556920,山东广信招标有限责任公司,朱**-0531-86955466,山东泽众电子科技有限公司,,148900.0,2021-12-27,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/307322148/b2
中标,中标结果,食品检验管理1X证书虚拟仿真实训平台软件采购验收公示,,SDGP370400202102000328,"虚拟仿真实训平台软件,软件的供货安装和培训",0.0,枣庄职业学院,学校,采购人-0632-8628229,,,山东盛富巨实验设备有限公司,贲**-18865957333,0.0,2021-12-27,山东,枣庄,,,,https://www.zhiliaobiaoxun.com/content/304395113/b2
中标,中标结果,机械系智能制造虚拟仿真实训基地采购（144万）验收公示,,SDGP370600202102000807,智能制造虚拟仿真实训基地建设,0.0,烟台职业学院,学校,李**-0535-6927518,,,吉林省王牌智能经贸有限公司,中标人-15953565880,0.0,2021-12-24,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/304396791/b2
中标,中标结果,山东省烟台市烟台职业学院智能制造虚拟仿真实训基地建设,,SDGP370600202102000807,智能制造虚拟仿真实训基地建设,0.0,山东省烟台市烟台职业学院,学校,李**-0535-6927518,,,吉林省王牌智能经贸有限公司,中标人-15953565880,0.0,2021-12-24,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/344635346/b2
中标,合同,济南职业学院济南职业学院虚拟仿真实训基地建设合同公示,,SDGP370100202102001338,虚拟仿真实训基地建设,7785100.0,济南职业学院,学校,采购人-18660123011,,,济南科明数码技术股份有限公司,中标人-18668990895,7785100.0,2021-12-23,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/320452191/b2
中标,中标结果,【山东省本级】山东师范大学2020年马克思主义学院虚拟仿真教学系统服务采购验收报告公开,,SDGP370000202002003103-A,虚拟仿真教学系统服务,0.0,山东师范大学,学校,采购人-86180857,,,北京润尼尔网络科技有限公司,中标人-13261231198,0.0,2021-12-23,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/320408854/b2
中标,中标结果,【山东省本级】山东师范大学2021年实设处第二批虚拟仿真实验教学系统采购验收报告公开,,SDGP370000000202102010417-A,虚拟仿真实验教学系统,0.0,山东师范大学,学校,采购人-86180857,,,北京鑫锐诚毅数字科技有限公司,中标人-18611030098,0.0,2021-12-23,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/320447619/b2
中标,合同,【山东省本级】齐鲁工业大学齐鲁工业大学科研教学设备采购合同公开,,SDGP370000000202102011013,"虚拟仿真操作员站,网络适配器,配电柜,操作台,插排,工作站,计算机设备,讲桌,科研教学设备",201000.0,齐鲁工业大学,学校,采购人-0531-89631613,,,济南亘泉信息科技有限公司,中标人-15688863612,201000.0,2021-12-23,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/320438081/b2
中标,中标结果,济宁市第一人民医院情景化医学虚拟仿真训练系统综合模块项目,,,情景化医学虚拟仿真训练系统综合模块项目,3300000.0,济宁市第一人民医院,医院,采购人-13954770886,山东汇鑫建安工程项目管理有限公司,"代理联系人-15253724321,王**-16688006101",北京众绘虚拟现实技术研究院有限公司,,3300000.0,2021-12-22,山东,济宁,,,,https://www.zhiliaobiaoxun.com/content/321099320/b2
中标,中标结果,泰山护理职业学院医药虚拟仿真实验教学系统采购项目（自行采购）竞争性磋商成交公告,,YXTA-2021-11-006,医药虚拟仿真实验教学系统,287000.0,泰山护理职业学院,学校,,山东义信项目管理咨询有限公司,,济南炬天信息科技有限公司,,287000.0,2021-12-22,山东,泰安,,,,https://www.zhiliaobiaoxun.com/content/320206743/b2
中标,中标结果,泰山护理学院中医康复产品虚拟仿真教学软件,,SDHS2021-11-02,中医康复产品虚拟仿真教学软件,300000.0,泰山护理学院,学校,,山东义信项目管理咨询有限公司,代理联系人-13905389968,北京微点智育软件有限公司,,297000.0,2021-12-22,山东,泰安,,,,https://www.zhiliaobiaoxun.com/content/320210215/b2
中标,中标结果,助产虚拟仿真实训室设备及安装--助产虚拟仿真实训室设备及安装 三次招标虚拟仿真软件,,2021CGGC01Z5019,"虚拟仿真软件,助产虚拟仿真实训室设备及安装",0.0,莱芜职业技术学院,学校,,济南市政府采购中心,,厦门立方幻境科技有限公司,,0.0,2021-12-21,山东,莱芜,,,,https://www.zhiliaobiaoxun.com/content/304542712/b2
中标,中标结果,虚拟仿真实训软件验收公示,,SDGP370600202102000709,"虚拟仿真实训软件验收,虚拟仿真实训软件安装调试",0.0,烟台城乡建设学校,学校,韩**-0535-2910286,,,广州南方测绘科技股份有限公司,中标人-18615570888,0.0,2021-12-21,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/304399255/b2
中标,合同,气相三维虚拟仿真软件合同,,21CGXMSZ0717,"气相三维虚拟仿真软件,行业应用软件",0.0,临沂科技职业学院,学校,,山东鑫一达项目管理有限公司,,,,,2021-12-21,山东,临沂,,,,https://www.zhiliaobiaoxun.com/content/320146863/b2
中标,合同,山东省烟台市烟台职业学院智能制造虚拟仿真实训基地建设合同,,SDGP370600202102000807,智能制造虚拟仿真实训基地建设项目,1438888.0,山东省烟台市烟台职业学院,学校,李**-0535-6927518,,,吉林省王牌智能经贸有限公司,中标人-13039239567,1438888.0,2021-12-21,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/294964728/b2
中标,中标结果,虚拟仿真实训基地公共平台软硬件建设项目验收公示,,SDGP371300202102000840,虚拟仿真实训基地公共平台软硬件建设项目,0.0,临沂职业学院,学校,采购人-0539-2872019,,,济南科明数码技术股份有限公司,中标人-18668990895,0.0,2021-12-21,山东,临沂,,,,https://www.zhiliaobiaoxun.com/content/304399701/b2
中标,中标结果,【山东省本级】山东交通学院航海类专业虚拟仿真实验教学资源验收报告公开,,SDGP370000000202102005597,虚拟仿真实验教学资源建设,0.0,山东交通学院,学校,采购人-0531-80687345,,,济南科明数码技术股份有限公司,中标人-18668990895,0.0,2021-12-21,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/320120242/b2
中标,合同,泰山护理职业学院情景化院前急救虚拟仿真实训中心建设项目合同公示,,SDGP370900202102000257,情景化院前急救虚拟仿真实训中心建设项目,0.0,泰山护理职业学院,学校,,,,慧医（天津）教育科技有限公司,中标人-13331163587,0.0,2021-12-21,山东,泰安,,,,https://www.zhiliaobiaoxun.com/content/291566939/b2
中标,中标结果,莱芜职业技术学院助产虚拟仿真实训室设备及安装 三次招标中标公告,,SDGP370100202101001227,"虚拟仿真软件,VR软件,VR头盔,虚拟仿真实验项目,虚拟仿真教学管理平台,胎头吸引术,胎盘剥离术,助产虚拟仿真实训室设备及安装,MR混合现实头戴设备,新生儿脐带处理,MR混合现实软件,分娩机制模拟训练模型,臀位助产",2205000.0,莱芜职业技术学院,学校,田**-18863487911,济南市政府采购中心,宋*-0531-68967570,厦门立方幻境科技有限公司,,2205000.0,2021-12-21,山东,莱芜,,,,https://www.zhiliaobiaoxun.com/content/320134857/b2
中标,中标结果,【济南】济南职业学院济南职业学院虚拟仿真实训室采购项目中标公告,,SDGP370100202102001382,"虚拟仿真实训室,分控终端,无线吸顶式AP,多媒体音箱,移动式虚拟现实显示设备,虚拟现实内容与设备管理系统,16口交换机,POE交换机,路由器,虚拟现实计算工作站,沉浸式智能备课系统,沉浸式智能授课系统,沉浸式智慧教育云平台,空气交换设备,沉浸式智慧教学互动平台,沉浸式智能学习系统,智能主控管理平台,分组展示平台,沉浸式智慧学习空间文化建设",985000.0,济南职业学院,学校,采购人-18660123011,山东英大招投标有限公司,刘**-0531-85198189,慧科教育科技集团有限公司,,985000.0,2021-12-21,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/342847276/b2
中标,中标结果,中国山东政府采购网、泰安市公共资源交易网,,,情景化院前急救虚拟仿真实训中心建设项目,0.0,泰山护理职业学院,学校,,,,,,,2021-12-21,山东,泰安,,,,https://www.zhiliaobiaoxun.com/content/296531837/b2
中标,中标结果,山东体育学院高校优秀青年创新团队发展计划虚拟仿真项目中标（成交）公告,,SDGP370000000202102011591,虚拟仿真项目,150950.0,山东体育学院,学校,韩**-0531-89655181,山东卓舜招标咨询有限公司,张**-0531-67891697,北京润尼尔网络科技有限公司,,150950.0,2021-12-20,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/319559657/b2
中标,中标结果,东营职业学院虚拟仿真实训平台采购项目验收公示,,SDGP370500201902000244,虚拟仿真实训平台,0.0,东营职业学院,学校,采购人-0546-8060019,,,东营百维智能科技有限公司,林**-13127196000,0.0,2021-12-20,山东,东营,,,,https://www.zhiliaobiaoxun.com/content/304402330/b2
中标,合同,东营职业学院虚拟仿真实训平台采购项目合同公示,,SDGP370500201902000244,虚拟仿真实训平台,5249.0,东营职业学院,学校,采购人-0546-8060019,,,东营百维智能科技有限公司,林**-13127196000,0.0,2021-12-20,山东,东营,,,,https://www.zhiliaobiaoxun.com/content/291575501/b2
中标,合同,【山东省本级】山东体育学院山东体育学院高校优秀青年创新团队发展计划虚拟仿真项目合同公开,,SDGP370000000202102011591,"虚拟仿真项目,行业应用软件开发服务,虚拟仿真实验建设",150950.0,山东体育学院,学校,采购人-89655181,,,北京润尼尔网络科技有限公司,中标人-13261231198,150950.0,2021-12-20,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/319625816/b2
中标,中标结果,虚拟仿真实训室验收公示,,SDGP371300202102000803,虚拟仿真实训室验收,0.0,临沂职业学院,学校,采购人-0539-2872019,,,青岛中机教育科技有限公司,中标人-15092177604,0.0,2021-12-17,山东,临沂,,,,https://www.zhiliaobiaoxun.com/content/304404135/b2
中标,中标结果,建筑装饰虚拟仿真实训中心验收公示,,SDGP371300202102000774,建筑装饰虚拟仿真实训中心验收,0.0,临沂职业学院,学校,采购人-0539-2872019,,,山东庞加莱尔信息科技有限公司,中标人-18369601795,0.0,2021-12-17,山东,临沂,,,,https://www.zhiliaobiaoxun.com/content/304404358/b2
中标,合同,烟台城乡建设学校虚拟仿真实训软件项目合同公示,,SDGP370600202102000709,"虚拟仿真实训软件项目,基础软件",0.0,烟台城乡建设学校,学校,韩**-0535-2910286,,,广州南方测绘科技股份有限公司,中标人-18615570888,0.0,2021-12-17,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/340657610/b2
中标,合同,临沂职业学院智能制造VR虚拟仿真实训室项目合同,,21CGXMSZ0662,智能制造VR虚拟仿真实训室项目,0.0,临沂职业学院,学校,,天勤工程咨询有限公司,,,,,2021-12-17,山东,临沂,,,,https://www.zhiliaobiaoxun.com/content/318102970/b2
中标,中标结果,【济南】济南职业学院济南职业学院虚拟仿真实训基地建设中标公告,,SDGP370100202102001338,虚拟仿真实训基地建设,7785100.0,济南职业学院,学校,采购人-18660123011,山东卓舜招标咨询有限公司,代理联系人-0531-67897307,济南科明数码技术股份有限公司,,7785100.0,2021-12-17,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/342848088/b2
中标,中标结果,山东师范大学2020年实设处虚拟仿真实验教学二期建设项目验收报告公示,,SDGP370000202002005202-F,虚拟仿真实验教学二期建设项目,0.0,山东师范大学,学校,采购人-86180857,,,武汉研众科技有限公司,中标人-18971352676,0.0,2021-12-17,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/318114719/b2
中标,中标结果,山东省烟台市烟台职业学院智能制造虚拟仿真实训基地建设中标公告,,SDGP370600202102000807,智能制造虚拟仿真实训基地建设项目,1438888.0,山东省烟台市烟台职业学院,学校,李**-0535-6927518,"瀚景项目管理有限公司,瀚景项目管理有限公司烟台分公司",吕**-0535-6018887,吉林省王牌智能经贸有限公司,,1438888.0,2021-12-17,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/318448878/b2
中标,中标结果,【济南】济南护理职业学院济南护理职业学院虚拟仿真实训室建设采购中标公告,,SDGP370100202102001333,"虚拟仿真实验项目,单人椅,VR头盔,云课堂服务器,云课堂终端,单人桌,VR软件,电脑桌,虚拟仿真实训室建设,移动工作站,触控一体机显示器,急救护理虚拟仿真系统,MR混合现实头戴设备,新生儿脐带处理,自由体位分娩,MR混合现实软件,分娩机制模拟训练模型,四步触诊及胎心听诊模拟训练模型,子宫按摩力反馈模拟训练模型,3DLED交互显示屏,3D鼻饲术虚拟仿真系统,臀位助产",1989560.0,济南护理职业学院,学校,采购人-0531-62333065,山东阳光招标有限公司,"张**-0531-86558153,赵**-13506341081",济南腾泽信息技术有限公司,,1989560.0,2021-12-17,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/342848102/b2
中标,中标结果,【淄博】淄博职业学院护理学院虚拟仿真动物实验教学平台建设项目项目成交结果公告,,SDGP370300202102000808,虚拟仿真动物实验教学平台建设项目,925000.0,淄博职业学院,学校,采购人-0533-2342018,瀚景项目管理有限公司,"崔**-18653362611,王**-0533-3586798",泰州仁齐信息科技有限公司,,925000.0,2021-12-17,山东,淄博,,,,https://www.zhiliaobiaoxun.com/content/342848615/b2
中标,合同,【山东省本级】聊城大学2021年中央支持地方高校发展专项资金（聊城大学实验教学平台建设）-虚拟仿真实训平台建设合同公开,,SDGP370000000202102007802,"虚拟仿真实训平台建设,计算机设备及软件,实验教学平台建设",4049580.0,聊城大学,学校,,,,山东斐摩雷经贸有限公司,刘**-15169008485,4049580.0,2021-12-17,山东,聊城,,,,https://www.zhiliaobiaoxun.com/content/318066001/b2
中标,中标结果,山东大学虚拟仿真实验教学项目二期建设中标公告,,SDJXGD20210376-B056,虚拟仿真实验教学项目,417500.0,山东大学,学校,,山东大学招标采购管理中心,,北京鑫锐诚毅数字科技有限公司,,417500.0,2021-12-16,山东,,,,,https://www.zhiliaobiaoxun.com/content/312548160/b2
中标,中标结果,山东科技职业学院虚拟仿真课程教学资源建设项目成交公告,,,虚拟仿真课程教学资源建设项目,0.0,山东科技职业学院,学校,,,,,,,2021-12-16,山东,,,,,https://www.zhiliaobiaoxun.com/content/317360067/b2
中标,中标结果,滨州医学院滨州医学院生物制药及护理虚拟仿真实验建设项目验收报告公示,,SDGP370000000202102009828,生物制药及护理虚拟仿真实验建设项目,0.0,滨州医学院,学校,采购人-0535-6913090,,,北京欧倍尔软件技术开发有限公司,樊**-13718217218,0.0,2021-12-16,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/317399507/b2
中标,合同,【山东省本级】山东师范大学山东师范大学文学院虚拟仿真软件及智慧考试平台开发项目合同公开,,SDGP370000000202102010860-A,"虚拟仿真软件及智慧考试平台开发项目,行业应用软件开发服务",318450.0,山东师范大学,学校,采购人-86180860,,,北京鑫锐诚毅数字科技有限公司,中标人-18611030098,318450.0,2021-12-16,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/317385410/b2
中标,中标结果,【山东省本级】菏泽医学专科学校菏泽医学专科学校基础医学虚拟仿真实验室建设验收报告公开,,SDGP370000000202102006438,基础医学虚拟仿真实验室建设验收报告,0.0,菏泽医学专科学校,学校,采购人-0530-5925896,,,山东泽众电子科技有限公司,中标人-13075363230,0.0,2021-12-15,山东,菏泽,,,,https://www.zhiliaobiaoxun.com/content/316614034/b2
中标,中标结果,临沂科技职业学院行业应用软件采购项目中标（成交）公告,,SDGP371300202102000932,"气相三维虚拟仿真软件,行业应用软件,心理健康教育大数据平台,创业经营模拟实训软件,商贸创新创业实战平台",0.0,临沂农业科技职业学院,学校,,山东鑫一达项目管理有限公司,"胡*-0539-2052576,代理联系人-0539-20525763","北京欧倍尔软件技术开发有限公司
北京奥泰瑞格科技有限公司
山东新产教信息科技有限公司",,"144800.0
114300.0
390000.0",2021-12-15,山东,临沂,,,,https://www.zhiliaobiaoxun.com/content/316674299/b2
中标,中标结果,某单位某型飞行力学虚拟仿真实验系统中标公告,,TC219N070,飞行力学虚拟仿真实验系统,280000.0,某单位,其他,,中招国际招标有限公司,李*-13210923062,威海威高电子工程有限公司,,280000.0,2021-12-14,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/315567169/b2
中标,合同,临沂职业学院智能制造VR虚拟仿真实训室项目合同公示,,SDGP371300202102000876,智能制造VR虚拟仿真实训室项目,0.0,临沂职业学院,学校,采购人-0539-2872019,,,济南科明数码技术股份有限公司,中标人-18668990895,333.0,2021-12-14,山东,临沂,,,,https://www.zhiliaobiaoxun.com/content/291599783/b2
中标,中标结果,烟台文化旅游职业学院校级虚拟仿真实训中心建设项目,,SDGP370600202102000348,虚拟仿真实训中心建设项目,0.0,烟台文化旅游职业学院,学校,克*-0535-6911839,,,烟台火云时代信息科技有限公司,中标人-0535-6207110,0.0,2021-12-14,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/344642892/b2
中标,中标结果,山东水利职业学院现代职业教育质量提升计划项目-水处理虚拟仿真实训室采购验收报告公示,,SDGP370000000202102010211,水处理虚拟仿真实训室,0.0,山东水利职业学院,学校,采购人-0633-7983960,,,北京欧倍尔软件技术开发有限公司,樊**-13718217218,0.0,2021-12-14,山东,日照,,,,https://www.zhiliaobiaoxun.com/content/315650366/b2
中标,中标结果,台文化旅游职业学院校级虚拟仿真实训中心建设验收公示,,SDGP370600202102000348,虚拟仿真实训中心建设项目,0.0,烟台文化旅游职业学院,学校,克*-0535-6911839,,,烟台火云时代信息科技有限公司,中标人-18563846084,0.0,2021-12-14,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/304405517/b2
中标,中标结果,山东水利职业学院水利工程高水平专业群-智慧水利虚拟仿真实训基地项目验收报告公示,,SDGP370000000202102010067,智慧水利虚拟仿真实训基地项目,0.0,山东水利职业学院,学校,采购人-0633-7983960,,,济南雷吉欧电子科技有限公司,李**-18663727261,0.0,2021-12-14,山东,日照,,,,https://www.zhiliaobiaoxun.com/content/315650421/b2
中标,中标结果,【烟台】烟台城乡建设学校虚拟仿真实训软件项目中标结果公告,,SDGP370600202102000709,虚拟仿真实训软件项目,298800.0,烟台城乡建设学校,学校,采购人-0535-2910388,山东安正项目管理有限公司,郝*-0535-5133839,广州南方测绘科技股份有限公司,,298800.0,2021-12-13,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/342850145/b2
中标,中标结果,威海海洋职业学院关于机械设计及制造虚拟仿真实训室成交公告,,SDDCCG2021-0 48,机械设计及制造虚拟仿真实训室,0.0,威海海洋职业学院,学校,采购人-0631-7697523,山东东成建设咨询有限公司,毕**-0631-7572968,,,,2021-12-13,山东,威海,,,,https://www.zhiliaobiaoxun.com/content/289304774/b2
中标,中标结果,山东商业职业技术学院工商管理学院数字营销实训中心虚拟仿真教学资源验收报告公示,,SDGP370000000202102006113,虚拟仿真教学资源,0.0,山东商业职业技术学院,学校,采购人-86335512,,,山东领悟教育科技有限公司,中标人-13589031778,0.0,2021-12-10,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/315083571/b2
中标,中标结果,山东工业职业学院汽车三维建模虚拟仿真实训室机房电脑采购公告,,SDGP370000000202101011921_A,机房电脑,276153.0,山东工业职业学院,学校,,,,亿维云数字技术（山东）有限公司,,276153.0,2021-12-10,山东,,,,,https://www.zhiliaobiaoxun.com/content/315090560/b2
中标,合同,临沂职业学院虚拟仿真实训基地公共平台软硬件建设项目合同公示,,SDGP371300202102000840,虚拟仿真实训基地公共平台软硬件建设项目,191.0,临沂职业学院,学校,采购人-0539-2872019,,,济南科明数码技术股份有限公司,中标人-18668990895,191.0,2021-12-09,山东,临沂,,,,https://www.zhiliaobiaoxun.com/content/291623768/b2
中标,中标结果,山东商业职业技术学院智能制造与服务学院冷链虚拟仿真实训平台验收报告公示,,SDGP370000000202102006483,冷链虚拟仿真实训平台验收,0.0,山东商业职业技术学院,学校,采购人-86335512,,,山东起诚信息科技有限公司,中标人-18678873998,0.0,2021-12-09,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/314834139/b2
