公告类型,公告子类型,公告标题,公告内容,项目编号,产品,招标预算金额（元）,招标公司,招标公司类型,招标联系人,招标代理机构,代理机构联系人,中标公司,中标联系人,中标金额（元）,发布时间,省份,城市,招标状态,标书获取截止日期,投标截止日期,链接
中标,中标结果,【潍坊】潍坊职业学院2020年第二批实验实训室建设（智慧农业，工程测量，虚拟仿真）中标公告,,ZFCG-2020-0000609,"虚拟仿真,智慧农业,实验实训室建设,工程测量",0.0,潍坊职业学院,学校,采购人-0536-3082860,立信项目管理有限公司,"梁*-13385365965,宋*-0536-8888782","山东铭迈驰翔经贸有限公司
济南环宇测绘仪器有限公司
山东齐翼电子科技有限公司
中微光电子（潍坊）有限公司
山东品茗信息科技有限公司
上海芝萨科技有限公司",,"0.0
9552.0
6057.0
14626.0
11013.0
11013.0",2020-11-10,山东,潍坊,,,,https://www.zhiliaobiaoxun.com/content/343050014/b2
中标,中标结果,中国石油大学胜利学院油藏智能开发虚拟仿真教学实验室设备采购项目中标公告,,SLXY-H20200827-014,虚拟仿真教学实验室设备,249900.0,中国石油大学胜利学院,学校,杨**-0546-7390896,东营领昂工程项目管理有限公司,陆**-18654660710,东营鼎泰能源科技有限公司,,249900.0,2020-11-10,山东,东营,,,,https://www.zhiliaobiaoxun.com/content/309509372/b2
中标,中标结果,潍坊职业学院2020年第二批实验实训室建设项目（智慧农业、工程测量、虚拟仿真）中标公告,,SDGP370700202002000660,"虚拟仿真,实验实训室建设项目,智慧农业工程测量",0.0,潍坊职业学院,学校,采购人-0536-3082860,立信项目管理有限公司,宋*-0536-8888782,"山东铭迈驰翔经贸有限公司
济南环宇测绘仪器有限公司
山东齐翼电子科技有限公司
山东品茗信息科技有限公司",,"0.0
0.0
0.0
0.0",2020-11-10,山东,潍坊,,,,https://www.zhiliaobiaoxun.com/content/250800463/b2
中标,中标结果,齐鲁工业大学（山东省科学院）高水平应用型大学建设、新旧动能转换专项在线课程、虚拟仿真实验教学平台采购项目（3117）（A1、A2）中标公告,,SDGP370000202002000511,"虚拟仿真实验教学平台,在线开放课程制作,高水平应用型大学建设,新旧动能转换专项在线课程,仿真实验运行平台",0.0,齐鲁工业大学,学校,采购人-0531-89631613,山东三木招标有限公司,芦*-0531-82976333,"济南普东科技有限公司
海泰（山东）智能技术有限公司",,"179000.0
218700.0",2020-11-10,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/284753345/b2
中标,合同,山东科技大学山东科技大学电信学院虚拟仿真建设项目采购合同公示,,SDGP370000202002001121,虚拟仿真建设项目,128500.0,山东科技大学,学校,,山东标新项目管理有限公司,张**-0531-82373611,北京润尼尔网络科技有限公司,中标人-13261231198,128500.0,2020-11-06,山东,青岛,,,,https://www.zhiliaobiaoxun.com/content/284877020/b2
中标,中标结果,智能控制与虚拟仿真科研平台采购项目（3933）中标公告,,SDGP370000202002005628,智能控制与虚拟仿真科研平台,1297500.0,山东管理学院,学校,采购人-0531-89635608,山东三木招标有限公司,代理联系人-0591-82976333,山东嘉扬信息科技有限公司,,1297500.0,2020-11-06,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/292648754/b2
中标,中标结果,汽车车身智能焊接生产线综合调试虚拟仿真实验项目（3932）中标公告,,SDGP370000202002005626,汽车车身智能焊接生产线综合调试虚拟仿真实验项目,299400.0,山东管理学院,学校,采购人-0531-89635608,山东三木招标有限公司,芦*-0531-82976333,济南知乎信息科技有限公司,,299400.0,2020-11-06,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/292667039/b2
中标,合同,山东医学高等专科学校山东医专医学检验虚拟仿真实验教学平台采购项目采购合同公示,,SDGP370000201902007429,医学检验虚拟仿真实验教学平台,629000.0,山东医学高等专科学校,学校,采购人-0539-8235084,山东阳光正大建设项目管理有限公司,孟**-0531-66580906,山东桥联信息技术有限公司,中标人-18354161919,629000.0,2020-11-05,山东,临沂,,,,https://www.zhiliaobiaoxun.com/content/284877835/b2
中标,中标结果,山东商业职业技术学院工商管理学院智能虚拟仿真全渠道运营决策管理系统验收报告公示,,,智能虚拟仿真全渠道运营决策管理系统,418800.0,山东商业职业技术学院,学校,采购人-86335512,,,山东新产教信息科技有限公司,中标人-18668913236,418800.0,2020-11-05,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/285023537/b2
中标,中标结果,山东医学高等专科学校影像电子实训室虚拟仿真实训项目中标公告,,SDGP370000202002005566,影像电子实训室虚拟仿真实训项目,419000.0,山东医学高等专科学校,学校,采购人-0539-8235084,山东华仁永旺招标有限公司,葛**-0531-88589238,山东新华医疗器械股份有限公司,,419000.0,2020-11-04,山东,临沂,,,,https://www.zhiliaobiaoxun.com/content/284753354/b2
中标,中标结果,山东医学高等专科学校医药学虚拟仿真实训项目建设中标公告,,SDGP370000202002005564,医药学虚拟仿真实训项目建设,3191800.0,山东医学高等专科学校,学校,采购人-0539-8235084,山东华仁永旺招标有限公司,葛**-0531-88589238,山东泽众电子科技有限公司,,3191800.0,2020-11-04,山东,临沂,,,,https://www.zhiliaobiaoxun.com/content/284753348/b2
中标,中标结果,莱芜职业技术学院智能制造专业群基础仿真实训室建设项目--莱芜职业技术学院智能制造专业群基础仿真实训室建设项目 二次招标焊接VR虚拟仿真实训系统,,2020CGHW01Z5312,"焊接VR虚拟仿真实训系统,基础仿真实训室建设项目",0.0,莱芜职业技术学院,学校,,山东金十工程项目管理咨询有限公司,,山东鑫众杰信息系统技术有限公司,,0.0,2020-11-04,山东,莱芜,,,,https://www.zhiliaobiaoxun.com/content/304597187/b2
中标,中标结果,【济南】莱芜职业技术学院莱芜职业技术学院智能制造专业群基础仿真实训室建设项目二次招标中标公告,,JNCZ（SDJS）-GK-2020-0013,"焊接VR虚拟仿真实训系统,仿真实训室建设项目,65寸液晶显示器,虚拟X射线焊缝检测培训系统,虚拟焊接教育培训系统,虚拟焊接网络教学系统,虚拟焊接主题应用系统,虚拟焊接认证大赛系统,虚拟铝热焊培训系统,虚拟焊接娱乐系统,虚拟焊接操作台,网络电缆布线及所需配件",498800.0,莱芜职业技术学院,学校,采购人-0531-76267679,山东金十工程项目管理咨询有限公司,王*-0531-76839888,山东鑫众杰信息系统技术有限公司,,498800.0,2020-11-04,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/343050970/b2
中标,中标结果,【济南】莱芜职业技术学院莱芜职业技术学院机电产品数字化设计实训室建设项目二次招标中标公告,,JNCZ（SDJS）-GK-2020-0011,"培训,教学资源,实训室建设项目,消毒柜,电脑,产线PLC仿真实训系统,可编程控制器AR实时仿真软件,PLC虚拟实时仿真软件",576600.0,莱芜职业技术学院,学校,采购人-0531-76267679,山东金十工程项目管理咨询有限公司,王*-0531-76839888,山东钜豪机电设备有限公司,,576600.0,2020-11-04,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/343050972/b2
中标,中标结果,青岛大学三维建模与虚拟仿真实验室采购项目中标公告,,SDGP370000202002005047,"三维建模与虚拟仿真实验室,智能航测,遥感系统",0.0,青岛大学,学校,,山东盛和招标代理有限公司,陈*-0532-67737979,"北京麦格天渱科技发展有限公司
山东伯羿测绘工程有限公司
嘉兴博海信息科技有限公司",,"0.0
788000.0
0.0",2020-11-03,山东,青岛,,,,https://www.zhiliaobiaoxun.com/content/311978990/b2
中标,合同,齐鲁师范学院齐鲁师范学院信号处理与控制虚拟仿真实验平台建设项目设备采购采购合同公示,,SDGP370000202002004551,信号处理与控制虚拟仿真实验平台建设项目设备,545600.0,齐鲁师范学院,学校,采购人-0531-66778309,山东盛和招标代理有限公司,李**-0531-61387888,北京润尼尔网络科技有限公司,中标人-13261231198,545600.0,2020-11-03,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/284878181/b2
中标,合同,曲阜师范大学虚拟仿真实验平台采购采购合同公示,,SDGP370000202002004614,虚拟仿真实验平台,190000.0,曲阜师范大学,学校,采购人-0537-4458187,山东信一项目管理有限公司,孙**-0535-2111952,北京百朋索奇科技有限公司,吕**-15552518269,190000.0,2020-10-28,山东,济宁,,,,https://www.zhiliaobiaoxun.com/content/284878033/b2
中标,中标结果,临沂职业学院机电工程学院虚拟仿真实训基地建设中标公示,,SDGP371300202002000796,虚拟仿真实训基地建设,746600.0,临沂职业学院机电工程学院,学校,采购人-0539-2872019,临沂宏丰招标有限公司,代理联系人-14753999447,亚龙智能装备集团股份有限公司,,746600.0,2020-10-28,山东,临沂,,,,https://www.zhiliaobiaoxun.com/content/276822698/b2
中标,中标结果,【临沂】临沂职业学院机电工程学院虚拟仿真实训基地建设中标公示,,SDGP371300202002000796,虚拟仿真实训基地建设,746600.0,临沂职业学院,学校,采购人-0539-2872019,临沂宏丰招标有限公司,代理联系人-14753999447,亚龙智能装备集团股份有限公司,,746600.0,2020-10-28,山东,临沂,,,,https://www.zhiliaobiaoxun.com/content/343052415/b2
中标,合同,威海职业学院数字建筑深化设计（BIM机房）及装配式安全虚拟仿真实训室建设项目（A包）合同公示,,SDGP371000202001000081,"装配式安全虚拟仿真实训室建设项目,数字建筑深化设计BIM机房",1999800.0,威海职业学院,学校,年**-0631-5700369,威海市政府采购中心,王*-0631-5229849,山东九鼎世纪电子有限公司,中标人-13021652156,1999800.0,2020-10-28,山东,威海,,,,https://www.zhiliaobiaoxun.com/content/292239475/b2
中标,合同,山东商业职业技术学院山东商业职业技术学院工商学院视觉营销与全域虚拟仿真创研平台建设项目（1732）采购合同公示,,SDGP370000202002004563,视觉营销与全域虚拟仿真创研平台建设项目,1795000.0,山东商业职业技术学院,学校,采购人-86335512,山东三木招标有限公司,王**-0531-83110177,山东起诚信息科技有限公司,中标人-18678873998,1795000.0,2020-10-28,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/284878431/b2
中标,合同,威海职业学院数字建筑深化设计（BIM机房）及装配式安全虚拟仿真实训室建设项目采购合同(标包A),,,数字建筑深化设计BIM机房及装配式安全虚拟仿真实训室建设项目,1999800.0,威海职业学院,学校,,,,山东九鼎世纪电子有限公司,,1999800.0,2020-10-28,山东,威海,,,,https://www.zhiliaobiaoxun.com/content/354465784/b2
中标,合同,威海职业学院数字建筑深化设计（BIM机房）及装配式安全虚拟仿真实训室建设项目合同公示,,SDGP371000202001000081,数字建筑深化设计BIM机房及装配式安全虚拟仿真实训室建设项目,1909900.0,威海职业学院,学校,年**-0631-5700369,威海市政府采购中心,王*-0631-5229849,山东品茗信息科技有限公司,仇**-18678808838,1909900.0,2020-10-28,山东,威海,,,,https://www.zhiliaobiaoxun.com/content/341426320/b2
中标,中标结果,山东外贸职业学院国际物流虚拟仿真系统采购项目中标公告,,SDGP370000202002004527,"国际物流虚拟仿真系统,教学实训软件",79800.0,山东外贸职业学院,学校,刘**-0532-55761076,山东盛和招标代理有限公司,陈*-0532-67737979,深圳航天信息有限公司,,79800.0,2020-10-27,山东,青岛,,,,https://www.zhiliaobiaoxun.com/content/292650095/b2
中标,中标结果,山东师范大学中支地实设处2020年虚拟仿真实验教学二期建设项目服务采购成交公告,,SDGP370000202002005202,"开放式虚拟仿真教学及资源共享平台,旅游项目,虚拟仿真实验教学建设项目服务,生物项目,电子信息类项目",0.0,山东师范大学中支地实设处,政府及事业单位,采购人-86180857,山东新亚欧招投标有限公司,盖**-0531-86067855,"济南跃骏经贸有限公司
北京润尼尔网络科技有限公司
山东力科电子科技有限公司",,"159600.0
267900.0
466600.0",2020-10-27,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/242353072/b2
中标,中标结果,济宁市技师学院济宁技师学院生物化学工程系所需软件-仿真软件采购项目成交公告,,SDBN-2020-X0018,"仿真软件,药品生产GMP虚拟实训仿真平台",298800.0,济宁市技师学院,学校,采购人-0537-2341392,山东百诺项目管理有限公司,常**-18254733182,北京欧倍尔软件技术开发有限公司,,298800.0,2020-10-27,山东,济宁,,,,https://www.zhiliaobiaoxun.com/content/220791039/b2
中标,中标结果,​淄博职业学院国家职业教育快递运营管理专业教学资源库虚拟仿真项目成交公告,,ZJQSGL20201015,教学资源库虚拟仿真项目,442270.0,淄博职业学院,学校,王**-18806438877,,,北京智学客教育科技有限公司,,442270.0,2020-10-26,山东,淄博,,,,https://www.zhiliaobiaoxun.com/content/182841630/b2
中标,中标结果,【山东省本级】山东管理学院智能控制与虚拟仿真科研平台采购项目（3933）竞争性磋商公告,,SDGP370000202002005628,智能控制与虚拟仿真科研平台,0.0,山东管理学院,学校,采购人-0531-89635608,山东三木招标有限公司,代理联系人-0591-82976333,,,,2020-10-26,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/239913460/b2
中标,中标结果,国网智能科技股份有限公司无人机全息虚拟仿真训练室设备购置项目中标人名单,,SGAI20Y1-1009-WZDXJT-EH02,无人机全息虚拟仿真训练室设备,338000.0,国网智能科技股份有限公司,民营企业,张**-0531-80817043,山东恩恒招标代理有限公司,马**-0531-88540037,武汉科迪奥电力科技有限公司,,338000.0,2020-10-26,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/323907757/b2
中标,合同,山东商业职业技术学院山东商业职业技术学院智能虚拟仿真全渠道运营决策管理系统项目采购合同公示,,SDGP370000202002004318,智能虚拟仿真全渠道运营决策管理系统项目,418800.0,山东商业职业技术学院,学校,采购人-86335512,山东卓舜招标咨询有限公司,张**-0531-67891697,山东新产教信息科技有限公司,中标人-18668913236,418800.0,2020-10-26,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/284878819/b2
中标,中标结果,外周血基因组DNA提取及PCR扩增鉴定的虚拟仿真操作软件(GY202007269)自购结果公示,,GY202007269,"虚拟仿真操作软件,外周血基因组DNA提取及PCR扩增鉴定",15000.0,山东大学,学校,,,,成都泰盟软件有限公司,,15000.0,2020-10-26,山东,,,,,https://www.zhiliaobiaoxun.com/content/341177300/b2
中标,中标结果,【山东省本级】山东管理学院汽车车身智能焊接生产线综合调试虚拟仿真实验项目（3932）竞争性磋商公告,,SDGP370000202002005626,汽车车身智能焊接生产线综合调试虚拟仿真实验项目,300000.0,山东管理学院,学校,采购人-0531-89635608,山东三木招标有限公司,芦*-0531-82976333,,,,2020-10-26,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/239912809/b2
中标,中标结果,山东省山东药品食品职业学院健康管理系老年能力评估虚拟仿真软件中标公告,,SDGP370000202002005232,老年能力评估虚拟仿真软件,255000.0,山东省山东药品食品职业学院,学校,采购人-5712798,山东华标招标有限公司,代理联系人-0531-55568987,威海光远文化传播股份有限公司,,255000.0,2020-10-23,山东,威海,,,,https://www.zhiliaobiaoxun.com/content/284753792/b2
中标,中标结果,【山东省本级】山东省山东药品食品职业学院药品虚拟仿真教学资源项目采购竞争性磋商公告,,SDGP370000202002005455,药品虚拟仿真教学资源项目,970000.0,山东省山东药品食品职业学院,学校,采购人-5712798,山东华标招标有限公司,代理联系人-0531-55568987,,,,2020-10-23,山东,,,,,https://www.zhiliaobiaoxun.com/content/227772899/b2
中标,合同,济南工程职业技术学院济南工程职业技术学院虚拟仿真思政课数字体验中心文化建设项目合同公示,,JNCZ（SDHQ）-JC-2020-0100,虚拟仿真思政课数字体验中心文化建设项目,499500.0,济南工程职业技术学院,学校,采购人-13791136595,山东汇泉建设项目管理有限公司,王*-0531-86965159,北京世纪超星信息技术发展有限责任公司,王**-18396834500,499500.0,2020-10-23,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/292284913/b2
中标,中标结果,【山东省本级】山东医学高等专科学校影像电子实训室虚拟仿真实训项目竞争性磋商公告,,SDGP370000202002005566,影像电子实训室虚拟仿真实训项目,420000.0,山东医学高等专科学校,学校,采购人-0539-8235084,山东华仁永旺招标有限公司,葛**-0531-88589238,,,,2020-10-22,山东,临沂,,,,https://www.zhiliaobiaoxun.com/content/239911488/b2
中标,中标结果,【山东省本级】山东医学高等专科学校医药学虚拟仿真实训项目建设竞争性磋商公告,,SDGP370000202002005564,医药学虚拟仿真实训项目建设,3210000.0,山东医学高等专科学校,学校,采购人-0539-8235084,山东华仁永旺招标有限公司,葛**-0531-88589238,,,,2020-10-22,山东,临沂,,,,https://www.zhiliaobiaoxun.com/content/239912558/b2
中标,中标结果,【威海】威海职业学院威海职业学院数字建筑深化设计（BIM机房）及装配式安全虚拟仿真实训室建设项目公开招标中标结果公告(标包A),,SDGP371000202001000081,"装配式建筑虚拟仿真实训室项目,建筑安全体验虚拟仿真及数字建筑深化设计软件项目,数字建筑深化设计BIM机房及装配式安全虚拟仿真实训室建设项目",3950000.0,威海职业学院,学校,年**-0631-5700369,威海市政府采购中心,潘**-0631-5326610,"山东九鼎世纪电子有限公司
山东品茗信息科技有限公司",,"1999800.0
3909700.0",2020-10-22,山东,威海,,,,https://www.zhiliaobiaoxun.com/content/343053563/b2
中标,中标结果,【威海】威海职业学院威海职业学院数字建筑深化设计（BIM机房）及装配式安全虚拟仿真实训室建设项目公开招标中标结果公告(标包B),,SDGP371000202001000081,"装配式建筑虚拟仿真实训室项目,建筑安全体验虚拟仿真及数字建筑深化设计软件项目,数字建筑深化设计BIM机房及装配式安全虚拟仿真实训室建设项目",3950000.0,威海职业学院,学校,年**-0631-5700369,威海市政府采购中心,潘**-0631-5326610,"山东九鼎世纪电子有限公司
山东品茗信息科技有限公司",,"1999800.0
3909700.0",2020-10-22,山东,威海,,,,https://www.zhiliaobiaoxun.com/content/343053541/b2
中标,中标结果,山东水利职业学院实训条件建设验收报告公示,,,"虚拟仿真实训平台建设项目,实训条件建设",472800.0,山东水利职业学院,学校,采购人-0633-7983960,,,北京欧倍尔软件技术开发有限公司,樊**-13718217218,472800.0,2020-10-20,山东,日照,,,,https://www.zhiliaobiaoxun.com/content/285024091/b2
中标,中标结果,东营职业学院虚拟仿真实训室建设项目中标公告,,SDGP37050020 20 01000 109,虚拟仿真实训室建设项目,1995200.0,东营职业学院,学校,,东营市政府采购中心,"代理联系人-0546-8087085,刘**-0546-8381219",山东云锦成智能科技有限公司,中标人-17854297800,1995200.0,2020-10-19,山东,东营,,,,https://www.zhiliaobiaoxun.com/content/250813449/b2
中标,中标结果,【山东省本级】青岛大学三维建模与虚拟仿真实验室采购项目竞争性磋商公告,,SDGP370000202002005047,三维建模与虚拟仿真实验室,0.0,青岛大学,学校,,山东盛和招标代理有限公司,陈*-0532-67737979,,,,2020-10-19,山东,青岛,,,,https://www.zhiliaobiaoxun.com/content/239913904/b2
中标,合同,青岛农业大学青岛农业大学虚拟仿真教学实验平台采购（20015）采购合同公示,,SDGP370000202002000897,虚拟仿真教学实验平台,1560000.0,青岛农业大学,学校,采购人-0532-58957484,青岛市招标中心,代理联系人-0532-85810116,宙谷（上海）数字科技有限公司,王*-13524584913,1560000.0,2020-10-16,山东,青岛,,,,https://www.zhiliaobiaoxun.com/content/284879755/b2
中标,合同,山东省潍坊市高密市高级技工学校工业机器人VR虚拟仿真实训建设项目合同公示,,SDGP370785202002000089,工业机器人VR虚拟仿真实训建设项目,490000.0,山东省潍坊市高密市高级技工学校,其他,采购人-0536-2678923,山东合意工程咨询有限公司,杜**-0536-2086227,潍坊朗星教育科技有限公司,都**-13290158516,490000.0,2020-10-15,山东,潍坊,,,,https://www.zhiliaobiaoxun.com/content/292301359/b2
中标,合同,齐鲁工业大学齐鲁工业大学（山东省科学院）高水平应用型大学建设、新旧动能转换专项在线课程、虚拟仿真实验教学平台采购项目采购合同公示,,SDGP370000202002000511,"虚拟仿真实验教学平台,高水平应用型大学建设,新旧动能转换专项在线课程",269400.0,齐鲁工业大学,学校,采购人-0531-89631613,山东三木招标有限公司,王**-0531-83110177,北京慕华信息科技有限公司,中标人-13811717168,269400.0,2020-10-15,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/284880066/b2
中标,中标结果,【山东省本级】山东师范大学中支地实设处2020年虚拟仿真实验教学二期建设项目服务采购竞争性磋商公告,,SDGP370000202002005202,"虚拟仿真教学及资源共享平台,旅游项目,虚拟仿真实验教学建设项目服务,生物项目,电子信息类项目,地理音乐项目",260000.0,山东师范大学中支地实设处,政府及事业单位,采购人-86180857,山东新亚欧招投标有限公司,盖**-0531-86067855,,,,2020-10-14,山东,,,,,https://www.zhiliaobiaoxun.com/content/239914439/b2
中标,中标结果,山东科技职业学院化工虚拟仿真项目成交公告,,SDGP370000202002005007,化工虚拟仿真项目,994800.0,山东科技职业学院,学校,"采购人-0536-8187418,陈**-13371099390",潍坊正信招标有限公司,"牟**-15621623460,代理联系人-0536-8507793",潍坊中隆世纪信息科技有限公司,,994800.0,2020-10-13,山东,潍坊,,,,https://www.zhiliaobiaoxun.com/content/266400499/b2
中标,中标结果,青岛大学三维建模与虚拟仿真实验室采购项目中标公告,,SDGP370000202002005047,"三维建模与虚拟仿真实验室,移动图形工作站,智能全站仪",0.0,青岛大学,学校,,山东盛和招标代理有限公司,陈*-0532-67737979,"北京麦格天渱科技发展有限公司
青岛达琪信息工程有限公司
山东飞讯电子有限公司",,"0.0
0.0
0.0",2020-10-13,山东,青岛,,,,https://www.zhiliaobiaoxun.com/content/311977506/b2
中标,中标结果,【济南】莱芜职业技术学院莱芜职业技术学院智能制造虚拟实训工厂建设项目中标公告,,JNCZ（SDJS）-GK-2020-0012,"智能控制虚拟仿真系统,实训室环境建设,图形工作站,电脑桌椅,智能制造虚拟实训工厂建设项目,智能制造车削数字化虚拟实训系统,智能制造铣削数字化虚拟实训系统",2527800.0,莱芜职业技术学院,学校,采购人-0531-6267679,山东金十工程项目管理咨询有限公司,王*-0531-76839888,广州超远机电科技有限公司,,2527800.0,2020-10-13,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/343055603/b2
中标,合同,山东科技职业学院山东科技职业学院软件专业职业场景虚拟仿真实训室采购项目采购合同公示,,SDGP370000201902005479,虚拟仿真实训室,698800.0,山东科技职业学院,学校,采购人-0536-8187418,山东世纪华都工程咨询有限公司,王**-0536-8207808,大连东软电子出版社有限公司,李*-18141197727,698800.0,2020-10-12,山东,潍坊,,,,https://www.zhiliaobiaoxun.com/content/284879582/b2
中标,中标结果,莱芜职业技术学院莱芜职业技术学院图信中心虚拟仿真实训室建设验收报告公示,,,虚拟仿真实训室建设,3436376.0,莱芜职业技术学院,学校,田**-18863487911,,,山东千禧电器有限公司,魏**-18906349193,3436376.0,2020-10-10,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/304645631/b2
中标,中标结果,青岛农业大学虚拟仿真教学实验平台采购（20015）中标公告,,SDGP370000202002000897,虚拟仿真教学实验平台系统,1560000.0,青岛农业大学,学校,采购人-0532-58957484,青岛市招标中心,王*-13173243617,宙谷（上海）数字科技有限公司,,1560000.0,2020-10-10,山东,青岛,,,,https://www.zhiliaobiaoxun.com/content/292638147/b2
中标,中标结果,山东医学高等专科学校虚拟仿真综合实训室硬件建设项目中标公告,,SDGP370000202002004986,虚拟仿真综合实训室硬件建设项目,1671980.0,山东医学高等专科学校,学校,采购人-0539-8235084,天勤工程咨询有限公司,彭**-15315087106,临沂和硕电子有限公司,,1671980.0,2020-10-10,山东,临沂,,,,https://www.zhiliaobiaoxun.com/content/284754232/b2
中标,中标结果,【山东省本级】山东省山东药品食品职业学院健康管理系老年能力评估虚拟仿真软件竞争性谈判公告,,SDGP370000202002005232,老年能力评估虚拟仿真软件,258000.0,山东省山东药品食品职业学院,学校,采购人-5712798,山东华标招标有限公司,代理联系人-0531-55568987,,,,2020-10-10,山东,,,,,https://www.zhiliaobiaoxun.com/content/239921653/b2
中标,合同,潍坊医学院潍坊医学院虚拟仿真教学及在线课程建设（1105）项目采购合同公示,,SDGP370000202002001384,虚拟仿真教学及在线课程建设,49800.0,潍坊医学院,学校,采购人-0536-8462257,山东三木招标有限公司,王**-0531-83110177,山东欧倍尔软件科技有限责任公司,中标人-13718217218,49800.0,2020-10-09,山东,潍坊,,,,https://www.zhiliaobiaoxun.com/content/284879800/b2
中标,合同,山东科技大学山东科技大学液晶面板组装技术桌面式虚拟仿真综合实训软件采购采购合同公示,,SDGP370000202002000172,液晶面板组装技术桌面式虚拟仿真综合实训软件,95000.0,山东科技大学,学校,,山东标新项目管理有限公司,张**-0531-82373611,天津瀚海星云数字科技股份有限公司,中标人-13821130673,95000.0,2020-10-09,山东,青岛,,,,https://www.zhiliaobiaoxun.com/content/284879848/b2
中标,中标结果,山东交通学院交通与物流产教融合实验实训平台项目中标公告,,SDGP370000202002004619,"交通物流虚拟仿真实验教学平台,终端应用系统,安全工程基础实验室,实验实训平台项目",0.0,山东交通学院,学校,采购人-0531-80687345,山东盛和招标代理有限公司,代理联系人-0531-61387887,"济南跃骏经贸有限公司
济南亘泉信息科技有限公司
北京鑫锐诚毅数字科技有限公司",,"739860.0
317960.0
939000.0",2020-10-09,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/284754209/b2
中标,合同,山东科技职业学院教学中心工业4.0实训室智能制造展示与虚拟仿真平台采购合同公示,,SDGP370000201802002310,实训室智能制造展示与虚拟仿真平台,695800.0,山东科技职业学院,学校,采购人-0536-8187418,山东世纪华都工程咨询有限公司,王**-0536-8207808,潍坊星智信息科技有限公司,中标人-18678070140,695800.0,2020-10-03,山东,潍坊,,,,https://www.zhiliaobiaoxun.com/content/284880344/b2
中标,中标结果,莱芜职业技术学院医护系实训室建设项目--莱芜职业技术学院医护系实训室建设项目助产虚拟仿真实训室,,2020CGHW01Z5282,"助产虚拟仿真实训室,实训室建设项目",0.0,莱芜职业技术学院,学校,,山东金厦工程项目管理咨询有限公司,,厦门立方幻境科技有限公司,,0.0,2020-09-30,山东,莱芜,,,,https://www.zhiliaobiaoxun.com/content/304608443/b2
中标,中标结果,莱芜职业技术学院医护系实训室建设项目虚拟仿真系统中标公告,,JNCZ（SDJX）-GK-2020-0102,"虚拟仿真系统,实训室建设项目,3D气管插管术虚拟仿真训练系统,3D心肺复苏虚拟仿真考核系统,3D电转换虚拟仿真训练系统,护理专业技能培训软件考核系统",0.0,莱芜职业技术学院,学校,采购人-0531-76267679,山东金厦工程项目管理咨询有限公司,郑**-0531-76220058,济南中飞科技有限公司,,0.0,2020-09-29,山东,莱芜,,,,https://www.zhiliaobiaoxun.com/content/219164592/b2
中标,中标结果,【济南】莱芜职业技术学院莱芜职业技术学院医护系实训室建设项目中标公告,,JNCZ（SDJX）-GK-2020-0102,"虚拟仿真系统,实训室建设项目,3D气管插管术虚拟仿真训练系统,3D心肺复苏虚拟仿真考核系统,3D电转换虚拟仿真训练系统",87000.0,莱芜职业技术学院,学校,采购人-0531-76267679,山东金厦工程项目管理咨询有限公司,郑**-0531-76220058,济南中飞科技有限公司,,87000.0,2020-09-28,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/343057336/b2
中标,中标结果,【济南】莱芜职业技术学院莱芜职业技术学院医护系实训室建设项目中标公告,,JNCZ（SDJX）-GK-2020-0102,"产科三维虚拟仿真系统,电脑,实训室建设项目,助产虚拟仿真实训室,助产临床思维3D情景模拟训练系统",170000.0,莱芜职业技术学院,学校,采购人-0531-76267679,山东金厦工程项目管理咨询有限公司,郑**-0531-76220058,厦门立方幻境科技有限公司,,170000.0,2020-09-28,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/343057655/b2
中标,中标结果,【山东省本级】青岛大学三维建模与虚拟仿真实验室采购项目竞争性磋商公告,,SDGP370000202002005047,三维建模与虚拟仿真实验室,0.0,青岛大学,学校,,山东盛和招标代理有限公司,陈*-0532-67737979,,,,2020-09-25,山东,青岛,,,,https://www.zhiliaobiaoxun.com/content/239923109/b2
中标,中标结果,【山东省本级】山东科技职业学院化工虚拟仿真项目竞争性磋商公告,,SDGP370000202002005007,化工虚拟仿真项目,0.0,山东科技职业学院,学校,采购人-0536-8187418,潍坊正信招标有限公司,牟**-15621623460,,,,2020-09-23,山东,潍坊,,,,https://www.zhiliaobiaoxun.com/content/239924823/b2
