日期,所属集团,酒店名称,保底房型,官网会员价,我方报价
2022-08-29,万豪,青岛西海岸隆和艾美度假酒店,"双人床海景房,客房,2张双人床,海洋景观,阳台",802.00,781.90
2022-08-29,万豪,青岛西海岸隆和艾美度假酒店,"特大床海景套房,1卧室套房,1张特大床,海洋景观,阳台",1085.00,1040.75
2022-08-29,万豪,青岛西海岸隆和艾美度假酒店,"探索海景套房,1卧室大型套房,1张特大床,海洋景观,阳台",1281.00,1226.95
2022-08-29,万豪,青岛西海岸隆和福朋喜来登酒店,"舒适客房,客房,1张特大床,城市景观",546.00,538.70
2022-08-29,万豪,青岛西海岸隆和福朋喜来登酒店,"舒适客房,客房,1张特大床,城市景观",608.00,597.60
2022-08-29,万豪,青岛西海岸隆和福朋喜来登酒店,"海景客房,客房,1张特大床,海洋景观",644.00,631.80
2022-08-29,万豪,青岛西海岸隆和福朋喜来登酒店,"海景客房,客房,1张特大床,海洋景观",708.00,692.60
2022-08-29,万豪,青岛西海岸隆和福朋喜来登酒店,"海景开放式套房,1卧室小型套房,张特大床,海洋景观",840.00,818.00
2022-08-29,万豪,青岛西海岸隆和福朋喜来登酒店,"福朋套房,1卧室大型套房,1张特大床,海洋景观",1036.00,994.20
2022-08-29,万豪,青岛西海岸隆和福朋喜来登酒店,"豪华海景套房,2卧室2厅套房,卧室1:1张特大床,卧室2:2张双人床",1820.00,1739.00
2022-08-29,万豪,青岛西海岸隆和福朋喜来登酒店,"总统套房,行政楼层,2卧室总统套房,海洋景观",3592.00,3376.48
2022-08-29,万豪,青岛胶州绿城喜来登酒店,"1张特大床,客房",684.00,669.80
2022-08-29,万豪,青岛胶州绿城喜来登酒店,"1张特大床,城市景观,客房",703.00,687.85
2022-08-29,万豪,青岛胶州绿城喜来登酒店,"客房,1张特大床",717.00,701.15
2022-08-29,万豪,青岛胶州绿城喜来登酒店,"客房,1张特大床,城市景观",757.00,739.15
2022-08-29,万豪,青岛胶州绿城喜来登酒店,"1张特大床,行政酒廊礼遇,客房",880.00,856.00
2022-08-29,万豪,青岛胶州绿城喜来登酒店,"礼宾酒廊礼遇,1卧室套房,1张特大床",968.00,939.60
2022-08-29,万豪,青岛胶州绿城喜来登酒店,"1张特大床,行政酒廊礼遇,单卧室套房",978.00,949.10
2022-08-29,万豪,青岛胶州绿城喜来登酒店,"1张特大床,行政酒廊礼遇,大型单卧室套房",1076.00,1032.20
2022-08-29,万豪,青岛西海岸威斯汀酒店,"2张单人床,客房",567.00,558.65
2022-08-29,万豪,青岛西海岸威斯汀酒店,"客房,2张单人床",617.00,606.15
2022-08-29,万豪,青岛西海岸威斯汀酒店,"1张特大床,行政酒廊礼遇,大型套房",2197.00,2087.15
2022-08-30,万豪,青岛威斯汀酒店,"1张特大床,城市景观,大型客房",1214.00,1163.30
2022-08-30,万豪,青岛威斯汀酒店,"1张特大床,城市景观,单卧室精致套房",1244.00,1191.80
2022-08-30,万豪,青岛威斯汀酒店,"1卧室小型套房,1张特大床,城市景观",1289.00,1234.55
2022-08-30,万豪,青岛威斯汀酒店,"2张双人床,行政酒廊礼遇,客房",1372.00,1313.40
2022-08-30,万豪,青岛威斯汀酒店,"1张特大床,城市景观,行政酒廊礼遇,客房",1421.00,1359.95
2022-08-30,万豪,青岛威斯汀酒店,"1卧室套房,1张特大床,城市景观",1434.00,1372.30
2022-08-30,万豪,青岛威斯汀酒店,"行政酒廊礼遇,1卧室小型套房,1张特大床,城市景观",1490.00,1425.50
2022-08-30,万豪,青岛威斯汀酒店,"行政酒廊礼遇,客房,2张双人床,海洋景观,顶层",1764.00,1685.80
2022-08-30,万豪,青岛威斯汀酒店,"行政酒廊礼遇,1卧室大型套房,1张特大床,海洋景观,高楼层",2796.00,2656.20
2022-08-30,万豪,青岛瑞吉酒店,"云端大床房,客房,1张特大床,城市景观",2285.00,2170.75
2022-08-30,万豪,青岛瑞吉酒店,"云端大床房,客房,1张特大床,城市景观",2412.00,2291.40
2022-08-30,万豪,青岛瑞吉酒店,"豪华海景双床房,客房,2张单人床,海洋景观",2456.00,2333.20
2022-08-30,万豪,青岛瑞吉酒店,"天际海景大床房,客房,1张特大床,海洋景观",2565.00,2436.75
2022-08-30,万豪,青岛瑞吉酒店,"豪华海景双床房,客房,2张单人床,海洋景观",2586.00,2456.70
2022-08-30,万豪,青岛瑞吉酒店,"八大关滨海景观大床房,客房,1张特大床,八大关景观,海洋景观",2623.00,2491.85
2022-08-30,万豪,青岛瑞吉酒店,"天际海景大床房,客房,1张特大床,海洋景观",2645.00,2512.75
2022-08-30,万豪,青岛瑞吉酒店,"奥帆海港景观大床房,客房,1张特大床,天际线景观",2658.00,2525.10
2022-08-30,万豪,青岛瑞吉酒店,"天际海景双床房,客房,2张单人床,海洋景观",2728.00,2591.60
2022-08-30,万豪,青岛瑞吉酒店,"八大关滨海景观大床房,客房,1张特大床,八大关景观,海洋景观",2786.00,2646.70
2022-08-30,万豪,青岛瑞吉酒店,"奥帆海港景观大床房,客房,1张特大床,天际线景观",2821.00,2679.95
2022-08-30,万豪,青岛瑞吉酒店,"瑞吉套房,1卧室套房,1张特大床,八大关景观,城市景观",3964.00,3726.16
2022-08-30,万豪,青岛瑞吉酒店,"瑞吉套房,1卧室套房,1张特大床,八大关景观,城市景观",4127.00,3879.38
2022-08-30,万豪,青岛瑞吉酒店,"约翰雅各布阿斯特海景套房,套房,1张特大床,海洋景观",4780.00,4493.20
2022-08-30,万豪,青岛瑞吉酒店,"约翰雅各布阿斯特海景套房,套房,1张特大床,海洋景观",4943.00,4646.42
2022-08-30,万豪,青岛瑞吉酒店,"卡罗琳阿斯特海景套房,1卧室套房,1张特大床,海洋景观",5130.00,4822.20
2022-08-30,万豪,青岛瑞吉酒店,"卡罗琳阿斯特海景套房,1卧室套房,1张特大床,海洋景观",5293.00,4975.42
2022-08-30,万豪,青岛瑞吉酒店,"大都会海景套房,1卧室套房,1张特大床,海洋景观",13992.00,13152.48
2022-08-30,万豪,青岛瑞吉酒店,"大使海景套房,1卧室套房,1张特大床,海洋景观",14155.00,13305.70
2022-08-30,万豪,青岛瑞吉酒店,"总统套房,1张特大床,海洋景观",78888.00,74154.72
2022-08-30,万豪,青岛富力艾美酒店,"2张单人床,客房",715.00,699.25
2022-08-30,万豪,青岛富力艾美酒店,"客房,2张单人床",784.00,764.80
2022-08-30,万豪,青岛富力艾美酒店,"1张特大床,高楼层,客房",815.00,794.25
2022-08-30,万豪,青岛富力艾美酒店,"客房,1张特大床,高楼层",831.00,809.45
2022-08-30,万豪,青岛富力艾美酒店,"1张特大床,大型客房",873.00,849.35
2022-08-30,万豪,青岛富力艾美酒店,"大型客房,1张特大床",942.00,914.90
2022-08-30,万豪,青岛富力艾美酒店,"2张双人床,行政酒廊礼遇,客房",980.00,951.00
2022-08-30,万豪,青岛富力艾美酒店,"1张特大床,行政酒廊礼遇,客房",1000.00,960.00
2022-08-30,万豪,青岛富力艾美酒店,"1张特大床,行政酒廊礼遇,单卧室精致套房",2675.00,2541.25
2022-08-30,万豪,青岛富力艾美酒店,"行政酒廊礼遇,1卧室小型套房,1张特大床",3030.00,2848.20
2022-08-30,万豪,黄岛泰成喜来登酒店,"1张特大床,客房",605.00,594.75
2022-08-30,万豪,黄岛泰成喜来登酒店,"客房,1张特大床,城市景观,城市景观",654.00,641.30
2022-08-30,万豪,黄岛泰成喜来登酒店,"1张特大床,海景,客房",703.00,687.85
2022-08-30,万豪,黄岛泰成喜来登酒店,"客房,1张特大床,唐岛湾景观,海洋景观",752.00,734.40
2022-08-30,万豪,黄岛泰成喜来登酒店,"1张特大床,行政酒廊礼遇,客房",900.00,875.00
2022-08-30,万豪,黄岛泰成喜来登酒店,"1张特大床,行政酒廊礼遇,单卧室套房",998.00,968.10
2022-08-30,万豪,黄岛泰成喜来登酒店,"1张特大床,海景,行政酒廊礼遇,单卧室套房",1096.00,1051.20
2022-08-30,万豪,青岛城阳宝龙福朋喜来登酒店,"双床房,客房,2张单人床",458.00,455.10
2022-08-30,万豪,青岛城阳宝龙福朋喜来登酒店,"双床房,客房,2张单人床",477.00,473.15
2022-08-30,万豪,青岛城阳宝龙福朋喜来登酒店,"豪华客房,客房,1张特大床",503.00,497.85
2022-08-30,万豪,青岛城阳宝龙福朋喜来登酒店,"豪华客房,客房,1张特大床",549.00,541.55
2022-08-30,万豪,青岛城阳宝龙福朋喜来登酒店,"行政楼层,客房,1张特大床,高楼层",629.00,617.55
2022-08-30,万豪,青岛城阳宝龙福朋喜来登酒店,"1卧室小型套房,1张特大床",686.00,671.70
2022-08-30,万豪,青岛城阳宝龙福朋喜来登酒店,"行政套房,行政酒廊礼遇,1卧室大型套房,1张特大床",743.00,725.85
2022-08-30,万豪,青岛城阳宝龙福朋喜来登酒店,"行政酒廊礼遇,1卧室大型套房,1张特大床,远离电梯",801.00,780.95
2022-08-30,万豪,青岛西海岸隆和艾美度假酒店,"双人床客房,客房,2张双人床,城市景观",644.00,631.80
2022-08-30,万豪,青岛西海岸隆和艾美度假酒店,"双人床客房,客房,2张双人床,城市景观",703.00,687.85
2022-08-30,万豪,青岛西海岸隆和艾美度假酒店,"双人床海景房,客房,2张双人床,海洋景观,阳台",742.00,724.90
2022-08-30,万豪,青岛西海岸隆和艾美度假酒店,"双人床海景房,客房,2张双人床,海洋景观,阳台",802.00,781.90
2022-08-30,万豪,青岛西海岸隆和艾美度假酒店,"特大床海景套房,1卧室套房,1张特大床,海洋景观,阳台",1085.00,1040.75
2022-08-30,万豪,青岛西海岸隆和艾美度假酒店,"探索海景套房,1卧室大型套房,1张特大床,海洋景观,阳台",1281.00,1226.95
2022-08-30,万豪,青岛西海岸隆和福朋喜来登酒店,"舒适客房,客房,1张特大床,城市景观",546.00,538.70
2022-08-30,万豪,青岛西海岸隆和福朋喜来登酒店,"舒适客房,客房,1张特大床,城市景观",608.00,597.60
2022-08-30,万豪,青岛西海岸隆和福朋喜来登酒店,"海景客房,客房,1张特大床,海洋景观",644.00,631.80
2022-08-30,万豪,青岛西海岸隆和福朋喜来登酒店,"海景客房,客房,1张特大床,海洋景观",708.00,692.60
2022-08-30,万豪,青岛西海岸隆和福朋喜来登酒店,"海景开放式套房,1卧室小型套房,张特大床,海洋景观",840.00,818.00
2022-08-30,万豪,青岛西海岸隆和福朋喜来登酒店,"福朋套房,1卧室大型套房,1张特大床,海洋景观",1036.00,994.20
2022-08-30,万豪,青岛西海岸隆和福朋喜来登酒店,"豪华海景套房,2卧室2厅套房,卧室1:1张特大床,卧室2:2张双人床",1820.00,1739.00
2022-08-30,万豪,青岛西海岸隆和福朋喜来登酒店,"总统套房,行政楼层,2卧室总统套房,海洋景观",3592.00,3376.48
2022-08-30,万豪,青岛胶州绿城喜来登酒店,"1张特大床,客房",586.00,576.70
2022-08-30,万豪,青岛胶州绿城喜来登酒店,"2张双人床,高楼层-18层及以上楼层,客房",606.00,595.70
2022-08-30,万豪,青岛胶州绿城喜来登酒店,"客房,1张特大床",617.00,606.15
2022-08-30,万豪,青岛胶州绿城喜来登酒店,"客房,1张特大床,城市景观",658.00,645.10
2022-08-30,万豪,青岛胶州绿城喜来登酒店,"1张特大床,行政酒廊礼遇,客房",783.00,763.85
2022-08-30,万豪,青岛胶州绿城喜来登酒店,"礼宾酒廊礼遇,1卧室套房,1张特大床",869.00,845.55
2022-08-30,万豪,青岛胶州绿城喜来登酒店,"1张特大床,行政酒廊礼遇,单卧室套房",881.00,856.95
2022-08-30,万豪,青岛胶州绿城喜来登酒店,"1张特大床,行政酒廊礼遇,大型单卧室套房",979.00,950.05
2022-08-30,万豪,青岛西海岸威斯汀酒店,"2张单人床,客房",607.00,596.65
2022-08-30,万豪,青岛西海岸威斯汀酒店,"2张单人床,大型客房",647.00,634.65
2022-08-30,万豪,青岛西海岸威斯汀酒店,"客房,2张单人床",656.00,643.20
2022-08-30,万豪,青岛西海岸威斯汀酒店,"大型客房,2张单人床",696.00,681.20
2022-08-30,万豪,青岛西海岸威斯汀酒店,"2张单人床,行政酒廊礼遇,大型客房",901.00,875.95
2022-08-30,万豪,青岛西海岸威斯汀酒店,"行政酒廊礼遇,大型客房,2张单人床",920.00,894.00
2022-08-30,万豪,青岛西海岸威斯汀酒店,"1张特大床,行政酒廊礼遇,大型套房",2236.00,2124.20
2022-08-31,万豪,青岛威斯汀酒店,"客房,2张双人床,城市景观",1219.00,1168.05
2022-08-31,万豪,青岛威斯汀酒店,"1张特大床,城市景观,大型客房",1263.00,1209.85
2022-08-31,万豪,青岛威斯汀酒店,"1张特大床,城市景观,单卧室精致套房",1293.00,1238.35
2022-08-31,万豪,青岛威斯汀酒店,"大型客房,1张特大床,城市景观",1309.00,1253.55
2022-08-31,万豪,青岛威斯汀酒店,"1卧室小型套房,1张特大床,城市景观",1339.00,1282.05
2022-08-31,万豪,青岛威斯汀酒店,"2张双人床,城市景观,行政酒廊礼遇,客房",1421.00,1359.95
2022-08-31,万豪,青岛威斯汀酒店,"行政酒廊礼遇,客房,1张特大床,城市景观",1470.00,1406.50
2022-08-31,万豪,青岛威斯汀酒店,"1卧室套房,1张特大床,城市景观",1483.00,1418.85
2022-08-31,万豪,青岛威斯汀酒店,"行政酒廊礼遇,1卧室小型套房,1张特大床,城市景观",1539.00,1472.05
2022-08-31,万豪,青岛威斯汀酒店,"行政酒廊礼遇,客房,2张双人床,海洋景观,顶层",1813.00,1732.35
2022-08-31,万豪,青岛威斯汀酒店,"行政酒廊礼遇,1卧室大型套房,1张特大床,海洋景观,高楼层",2845.00,2702.75
2022-08-31,万豪,青岛瑞吉酒店,"云端大床房,客房,1张特大床,城市景观",2285.00,2170.75
2022-08-31,万豪,青岛瑞吉酒店,"云端大床房,客房,1张特大床,城市景观",2412.00,2291.40
2022-08-31,万豪,青岛瑞吉酒店,"豪华海景双床房,客房,2张单人床,海洋景观",2456.00,2333.20
2022-08-31,万豪,青岛瑞吉酒店,"天际海景大床房,客房,1张特大床,海洋景观",2565.00,2436.75
2022-08-31,万豪,青岛瑞吉酒店,"豪华海景双床房,客房,2张单人床,海洋景观",2586.00,2456.70
2022-08-31,万豪,青岛瑞吉酒店,"八大关滨海景观大床房,客房,1张特大床,八大关景观,海洋景观",2623.00,2491.85
2022-08-31,万豪,青岛瑞吉酒店,"天际海景大床房,客房,1张特大床,海洋景观",2645.00,2512.75
2022-08-31,万豪,青岛瑞吉酒店,"奥帆海港景观大床房,客房,1张特大床,天际线景观",2658.00,2525.10
2022-08-31,万豪,青岛瑞吉酒店,"天际海景双床房,客房,2张单人床,海洋景观",2728.00,2591.60
2022-08-31,万豪,青岛瑞吉酒店,"八大关滨海景观大床房,客房,1张特大床,八大关景观,海洋景观",2786.00,2646.70
2022-08-31,万豪,青岛瑞吉酒店,"奥帆海港景观大床房,客房,1张特大床,天际线景观",2821.00,2679.95
2022-08-31,万豪,青岛瑞吉酒店,"约翰雅各布阿斯特海景套房,套房,1张特大床,海洋景观",4780.00,4493.20
2022-08-31,万豪,青岛瑞吉酒店,"约翰雅各布阿斯特海景套房,套房,1张特大床,海洋景观",4943.00,4646.42
2022-08-31,万豪,青岛瑞吉酒店,"卡罗琳阿斯特海景套房,1卧室套房,1张特大床,海洋景观",5130.00,4822.20
2022-08-31,万豪,青岛瑞吉酒店,"卡罗琳阿斯特海景套房,1卧室套房,1张特大床,海洋景观",5293.00,4975.42
2022-08-31,万豪,青岛瑞吉酒店,"大都会海景套房,1卧室套房,1张特大床,海洋景观",13992.00,13152.48
2022-08-31,万豪,青岛瑞吉酒店,"大使海景套房,1卧室套房,1张特大床,海洋景观",14155.00,13305.70
2022-08-31,万豪,青岛瑞吉酒店,"总统套房,1张特大床,海洋景观",78888.00,74154.72
2022-08-31,万豪,青岛富力艾美酒店,"2张单人床,客房",715.00,699.25
2022-08-31,万豪,青岛富力艾美酒店,"客房,2张单人床",784.00,764.80
2022-08-31,万豪,青岛富力艾美酒店,"1张特大床,高楼层,客房",815.00,794.25
2022-08-31,万豪,青岛富力艾美酒店,"客房,1张特大床,高楼层",831.00,809.45
2022-08-31,万豪,青岛富力艾美酒店,"1张特大床,大型客房",873.00,849.35
2022-08-31,万豪,青岛富力艾美酒店,"大型客房,1张特大床",942.00,914.90
2022-08-31,万豪,青岛富力艾美酒店,"2张双人床,行政酒廊礼遇,客房",980.00,951.00
2022-08-31,万豪,青岛富力艾美酒店,"1张特大床,行政酒廊礼遇,客房",1000.00,960.00
2022-08-31,万豪,青岛富力艾美酒店,"1张特大床,行政酒廊礼遇,单卧室精致套房",2675.00,2541.25
2022-08-31,万豪,青岛富力艾美酒店,"行政酒廊礼遇,1卧室小型套房,1张特大床",3030.00,2848.20
2022-08-31,万豪,青岛富力艾美酒店,"1张特大床,行政酒廊礼遇,大型单卧室套房",3361.00,3159.34
2022-08-31,万豪,青岛李沧绿城喜来登酒店,"1张特大床,城市景观,行政酒廊礼遇,客房",857.00,834.15
2022-08-31,万豪,青岛李沧绿城喜来登酒店,"行政酒廊礼遇,客房,1张特大床,城市景观,高楼层",874.00,850.30
2022-08-31,万豪,青岛李沧绿城喜来登酒店,"1张特大床,湖景,行政酒廊礼遇,套房",933.00,906.35
2022-08-31,万豪,青岛李沧绿城喜来登酒店,"行政酒廊礼遇,套房,1张特大床,湖泊景观",952.00,924.40
2022-08-31,万豪,青岛李沧绿城喜来登酒店,"1张特大床,湖景,行政酒廊礼遇,大型套房",1790.00,1710.50
2022-08-31,万豪,黄岛泰成喜来登酒店,"1张特大床,客房",644.00,631.80
2022-08-31,万豪,黄岛泰成喜来登酒店,"客房,1张特大床,城市景观,城市景观",693.00,678.35
2022-08-31,万豪,黄岛泰成喜来登酒店,"1张特大床,海景,客房",742.00,724.90
2022-08-31,万豪,黄岛泰成喜来登酒店,"客房,1张特大床,唐岛湾景观,海洋景观",791.00,771.45
2022-08-31,万豪,黄岛泰成喜来登酒店,"1张特大床,行政酒廊礼遇,客房",938.00,911.10
2022-08-31,万豪,黄岛泰成喜来登酒店,"1张特大床,行政酒廊礼遇,单卧室套房",1036.00,994.20
2022-08-31,万豪,黄岛泰成喜来登酒店,"1张特大床,海景,行政酒廊礼遇,单卧室套房",1134.00,1087.30
2022-08-31,万豪,青岛城阳宝龙福朋喜来登酒店,"双床房,客房,2张单人床",458.00,455.10
2022-08-31,万豪,青岛城阳宝龙福朋喜来登酒店,"双床房,客房,2张单人床",477.00,473.15
2022-08-31,万豪,青岛城阳宝龙福朋喜来登酒店,"豪华客房,客房,1张特大床",503.00,497.85
2022-08-31,万豪,青岛城阳宝龙福朋喜来登酒店,"豪华客房,客房,1张特大床",549.00,541.55
2022-08-31,万豪,青岛城阳宝龙福朋喜来登酒店,"行政楼层,客房,1张特大床,高楼层",629.00,617.55
2022-08-31,万豪,青岛城阳宝龙福朋喜来登酒店,"1卧室小型套房,1张特大床",686.00,671.70
2022-08-31,万豪,青岛城阳宝龙福朋喜来登酒店,"行政套房,行政酒廊礼遇,1卧室大型套房,1张特大床",743.00,725.85
2022-08-31,万豪,青岛城阳宝龙福朋喜来登酒店,"行政酒廊礼遇,1卧室大型套房,1张特大床,远离电梯",801.00,780.95
2022-08-31,万豪,青岛西海岸隆和艾美度假酒店,"双人床客房,客房,2张双人床,城市景观",693.00,678.35
2022-08-31,万豪,青岛西海岸隆和艾美度假酒店,"双人床客房,客房,2张双人床,城市景观",752.00,734.40
2022-08-31,万豪,青岛西海岸隆和艾美度假酒店,"双人床海景房,客房,2张双人床,海洋景观,阳台",909.00,883.55
2022-08-31,万豪,青岛西海岸隆和艾美度假酒店,"双人床海景房,客房,2张双人床,海洋景观,阳台",967.00,938.65
2022-08-31,万豪,青岛西海岸隆和艾美度假酒店,"特大床海景套房,1卧室套房,1张特大床,海洋景观,阳台",1183.00,1133.85
2022-08-31,万豪,青岛西海岸隆和艾美度假酒店,"探索海景套房,1卧室大型套房,1张特大床,海洋景观,阳台",1379.00,1320.05
2022-08-31,万豪,青岛西海岸隆和福朋喜来登酒店,"舒适客房,客房,1张特大床,城市景观",742.00,724.90
2022-08-31,万豪,青岛西海岸隆和福朋喜来登酒店,"舒适客房,客房,1张特大床,城市景观",808.00,787.60
2022-08-31,万豪,青岛西海岸隆和福朋喜来登酒店,"海景客房,客房,1张特大床,海洋景观",840.00,818.00
2022-08-31,万豪,青岛西海岸隆和福朋喜来登酒店,"海景客房,客房,1张特大床,海洋景观",908.00,882.60
2022-08-31,万豪,青岛西海岸隆和福朋喜来登酒店,"海景开放式套房,1卧室小型套房,张特大床,海洋景观",1036.00,994.20
2022-08-31,万豪,青岛西海岸隆和福朋喜来登酒店,"福朋套房,1卧室大型套房,1张特大床,海洋景观",1232.00,1180.40
2022-08-31,万豪,青岛西海岸隆和福朋喜来登酒店,"豪华海景套房,2卧室2厅套房,卧室1:1张特大床,卧室2:2张双人床",2016.00,1915.20
2022-08-31,万豪,青岛西海岸隆和福朋喜来登酒店,"总统套房,行政楼层,2卧室总统套房,海洋景观",3592.00,3376.48
2022-08-31,万豪,青岛胶州绿城喜来登酒店,"1张特大床,客房",586.00,576.70
2022-08-31,万豪,青岛胶州绿城喜来登酒店,"1张特大床,城市景观,客房",606.00,595.70
2022-08-31,万豪,青岛胶州绿城喜来登酒店,"客房,1张特大床",617.00,606.15
2022-08-31,万豪,青岛胶州绿城喜来登酒店,"客房,1张特大床,城市景观",658.00,645.10
2022-08-31,万豪,青岛胶州绿城喜来登酒店,"1张特大床,行政酒廊礼遇,客房",783.00,763.85
2022-08-31,万豪,青岛胶州绿城喜来登酒店,"礼宾酒廊礼遇,1卧室套房,1张特大床",869.00,845.55
2022-08-31,万豪,青岛胶州绿城喜来登酒店,"1张特大床,行政酒廊礼遇,单卧室套房",881.00,856.95
2022-08-31,万豪,青岛胶州绿城喜来登酒店,"1张特大床,行政酒廊礼遇,大型单卧室套房",979.00,950.05
2022-08-31,万豪,青岛西海岸威斯汀酒店,"1张特大床,行政酒廊礼遇,大型套房",2364.00,2245.80
2022-09-01,万豪,青岛威斯汀酒店,"客房,2张双人床,城市景观",1169.00,1120.55
2022-09-01,万豪,青岛威斯汀酒店,"1张特大床,城市景观,大型客房",1185.00,1135.75
2022-09-01,万豪,青岛威斯汀酒店,"1张特大床,城市景观,单卧室精致套房",1214.00,1163.30
2022-09-01,万豪,青岛威斯汀酒店,"大型客房,1张特大床,城市景观",1229.00,1177.55
2022-09-01,万豪,青岛威斯汀酒店,"1卧室小型套房,1张特大床,城市景观",1259.00,1206.05
2022-09-01,万豪,青岛威斯汀酒店,"2张双人床,城市景观,行政酒廊礼遇,客房",1372.00,1313.40
2022-09-01,万豪,青岛威斯汀酒店,"行政酒廊礼遇,客房,1张特大床,城市景观",1391.00,1331.45
2022-09-01,万豪,青岛威斯汀酒店,"1卧室套房,1张特大床,城市景观",1405.00,1344.75
2022-09-01,万豪,青岛威斯汀酒店,"行政酒廊礼遇,1卧室小型套房,1张特大床,城市景观",1459.00,1396.05
2022-09-01,万豪,青岛威斯汀酒店,"行政酒廊礼遇,客房,2张双人床,海洋景观,顶层",1829.00,1747.55
2022-09-01,万豪,青岛威斯汀酒店,"行政酒廊礼遇,1卧室大型套房,1张特大床,城市景观",2373.00,2254.35
2022-09-01,万豪,青岛威斯汀酒店,"行政酒廊礼遇,1卧室大型套房,1张特大床,海洋景观,高楼层",2831.00,2689.45
2022-09-01,万豪,青岛威斯汀酒店,"行政酒廊礼遇,1卧室住宅式套房,1张特大床,城市景观,高楼层",4088.00,3842.72
2022-09-01,万豪,青岛瑞吉酒店,"豪华海景双床房,客房,2张单人床,海洋景观",2456.00,2333.20
2022-09-01,万豪,青岛瑞吉酒店,"天际海景大床房,客房,1张特大床,海洋景观",2565.00,2436.75
2022-09-01,万豪,青岛瑞吉酒店,"豪华海景双床房,客房,2张单人床,海洋景观",2586.00,2456.70
2022-09-01,万豪,青岛瑞吉酒店,"八大关滨海景观大床房,客房,1张特大床,八大关景观,海洋景观",2623.00,2491.85
2022-09-01,万豪,青岛瑞吉酒店,"天际海景大床房,客房,1张特大床,海洋景观",2645.00,2512.75
2022-09-01,万豪,青岛瑞吉酒店,"奥帆海港景观大床房,客房,1张特大床,天际线景观",2658.00,2525.10
2022-09-01,万豪,青岛瑞吉酒店,"天际海景双床房,客房,2张单人床,海洋景观",2728.00,2591.60
2022-09-01,万豪,青岛瑞吉酒店,"八大关滨海景观大床房,客房,1张特大床,八大关景观,海洋景观",2786.00,2646.70
2022-09-01,万豪,青岛瑞吉酒店,"奥帆海港景观大床房,客房,1张特大床,天际线景观",2821.00,2679.95
2022-09-01,万豪,青岛瑞吉酒店,"瑞吉套房,1卧室套房,1张特大床,八大关景观,城市景观",3964.00,3726.16
2022-09-01,万豪,青岛瑞吉酒店,"瑞吉套房,1卧室套房,1张特大床,八大关景观,城市景观",4127.00,3879.38
2022-09-01,万豪,青岛瑞吉酒店,"约翰雅各布阿斯特海景套房,套房,1张特大床,海洋景观",4780.00,4493.20
2022-09-01,万豪,青岛瑞吉酒店,"约翰雅各布阿斯特海景套房,套房,1张特大床,海洋景观",4943.00,4646.42
2022-09-01,万豪,青岛瑞吉酒店,"卡罗琳阿斯特海景套房,1卧室套房,1张特大床,海洋景观",5130.00,4822.20
2022-09-01,万豪,青岛瑞吉酒店,"卡罗琳阿斯特海景套房,1卧室套房,1张特大床,海洋景观",5293.00,4975.42
2022-09-01,万豪,青岛瑞吉酒店,"大都会海景套房,1卧室套房,1张特大床,海洋景观",13992.00,13152.48
2022-09-01,万豪,青岛瑞吉酒店,"大使海景套房,1卧室套房,1张特大床,海洋景观",14155.00,13305.70
2022-09-01,万豪,青岛瑞吉酒店,"总统套房,1张特大床,海洋景观",78888.00,74154.72
2022-09-01,万豪,青岛富力艾美酒店,"1张特大床,大型客房",893.00,868.35
2022-09-01,万豪,青岛富力艾美酒店,"大型客房,1张特大床",961.00,932.95
2022-09-01,万豪,青岛富力艾美酒店,"2张双人床,行政酒廊礼遇,客房",1000.00,960.00
2022-09-01,万豪,青岛富力艾美酒店,"1张特大床,行政酒廊礼遇,客房",1020.00,979.00
2022-09-01,万豪,青岛富力艾美酒店,"1张特大床,行政酒廊礼遇,单卧室精致套房",2694.00,2559.30
2022-09-01,万豪,青岛富力艾美酒店,"行政酒廊礼遇,1卧室小型套房,1张特大床",3049.00,2866.06
2022-09-01,万豪,青岛李沧绿城喜来登酒店,"1张特大床,城市景观,客房",762.00,743.90
2022-09-01,万豪,青岛李沧绿城喜来登酒店,"1张特大床,山峦景观,客房",764.00,745.80
2022-09-01,万豪,青岛李沧绿城喜来登酒店,"1张特大床,湖景,客房",781.00,761.95
2022-09-01,万豪,青岛李沧绿城喜来登酒店,"客房,1张特大床,山峦景观,高楼层",813.00,792.35
2022-09-01,万豪,青岛李沧绿城喜来登酒店,"客房,1张特大床,湖泊景观,高楼层",830.00,808.50
2022-09-01,万豪,青岛李沧绿城喜来登酒店,"1张特大床,城市景观,行政酒廊礼遇,客房",860.00,837.00
2022-09-01,万豪,青岛李沧绿城喜来登酒店,"行政酒廊礼遇,客房,1张特大床,城市景观,高楼层",877.00,853.15
2022-09-01,万豪,青岛李沧绿城喜来登酒店,"1张特大床,湖景,行政酒廊礼遇,套房",937.00,910.15
2022-09-01,万豪,青岛李沧绿城喜来登酒店,"行政酒廊礼遇,套房,1张特大床,湖泊景观",956.00,928.20
2022-09-01,万豪,黄岛泰成喜来登酒店,"1张特大床,客房",644.00,631.80
2022-09-01,万豪,黄岛泰成喜来登酒店,"客房,1张特大床,城市景观,城市景观",693.00,678.35
2022-09-01,万豪,黄岛泰成喜来登酒店,"1张特大床,海景,客房",742.00,724.90
2022-09-01,万豪,黄岛泰成喜来登酒店,"客房,1张特大床,唐岛湾景观,海洋景观",791.00,771.45
